date,assetId,financialReturnsScore,growthScore,gsid,integratedScore,multipleScore,updateTime,assetName
2014-01-15,MA4B66MW5E27UAKV9RU,0.894,0.828,193067,0.598,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-16,MA4B66MW5E27UAKV9RU,0.894,0.828,193067,0.6,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-17,MA4B66MW5E27UAKV9RU,0.892,0.828,193067,0.6,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-20,MA4B66MW5E27UAKV9RU,0.894,0.828,193067,0.6,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-21,MA4B66MW5E27UAKV9RU,0.892,0.826,193067,0.6,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-22,MA4B66MW5E27UAKV9RU,0.894,0.83,193067,0.602,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-23,MA4B66MW5E27UAKV9RU,0.894,0.83,193067,0.602,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-24,MA4B66MW5E27UAKV9RU,0.894,0.83,193067,0.602,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-27,MA4B66MW5E27UAKV9RU,0.896,0.83,193067,0.602,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-28,MA4B66MW5E27UAKV9RU,0.896,0.832,193067,0.602,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-29,MA4B66MW5E27UAKV9RU,0.894,0.836,193067,0.604,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-30,MA4B66MW5E27UAKV9RU,0.894,0.836,193067,0.604,0.916,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-01-31,MA4B66MW5E27UAKV9RU,0.896,0.836,193067,0.604,0.918,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-03,MA4B66MW5E27UAKV9RU,0.896,0.836,193067,0.606,0.916,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-04,MA4B66MW5E27UAKV9RU,0.896,0.836,193067,0.606,0.916,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-05,MA4B66MW5E27UAKV9RU,0.896,0.836,193067,0.602,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-06,MA4B66MW5E27UAKV9RU,0.896,0.836,193067,0.602,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-07,MA4B66MW5E27UAKV9RU,0.896,0.834,193067,0.602,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-10,MA4B66MW5E27UAKV9RU,0.896,0.834,193067,0.602,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-11,MA4B66MW5E27UAKV9RU,0.896,0.83,193067,0.6,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-12,MA4B66MW5E27UAKV9RU,0.896,0.832,193067,0.602,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-13,MA4B66MW5E27UAKV9RU,0.896,0.83,193067,0.6,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-14,MA4B66MW5E27UAKV9RU,0.896,0.828,193067,0.602,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-17,MA4B66MW5E27UAKV9RU,0.898,0.826,193067,0.602,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-18,MA4B66MW5E27UAKV9RU,0.898,0.826,193067,0.602,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-19,MA4B66MW5E27UAKV9RU,0.898,0.824,193067,0.602,0.916,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-20,MA4B66MW5E27UAKV9RU,0.898,0.822,193067,0.6,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-21,MA4B66MW5E27UAKV9RU,0.888,0.864,193067,0.608,0.928,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-24,MA4B66MW5E27UAKV9RU,0.886,0.862,193067,0.606,0.928,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-25,MA4B66MW5E27UAKV9RU,0.888,0.862,193067,0.606,0.93,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-26,MA4B66MW5E27UAKV9RU,0.888,0.86,193067,0.606,0.928,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-27,MA4B66MW5E27UAKV9RU,0.888,0.854,193067,0.606,0.928,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-02-28,MA4B66MW5E27UAKV9RU,0.89,0.854,193067,0.606,0.928,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-03,MA4B66MW5E27UAKV9RU,0.894,0.852,193067,0.606,0.928,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-04,MA4B66MW5E27UAKV9RU,0.894,0.85,193067,0.606,0.928,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-05,MA4B66MW5E27UAKV9RU,0.894,0.848,193067,0.604,0.926,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-06,MA4B66MW5E27UAKV9RU,0.89,0.85,193067,0.606,0.926,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-07,MA4B66MW5E27UAKV9RU,0.892,0.852,193067,0.606,0.926,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-10,MA4B66MW5E27UAKV9RU,0.89,0.85,193067,0.606,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-11,MA4B66MW5E27UAKV9RU,0.892,0.85,193067,0.606,0.926,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-12,MA4B66MW5E27UAKV9RU,0.892,0.85,193067,0.606,0.926,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-13,MA4B66MW5E27UAKV9RU,0.89,0.848,193067,0.604,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-14,MA4B66MW5E27UAKV9RU,0.892,0.846,193067,0.604,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-17,MA4B66MW5E27UAKV9RU,0.892,0.848,193067,0.604,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-18,MA4B66MW5E27UAKV9RU,0.89,0.844,193067,0.604,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-19,MA4B66MW5E27UAKV9RU,0.892,0.846,193067,0.604,0.926,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-20,MA4B66MW5E27UAKV9RU,0.892,0.846,193067,0.604,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-21,MA4B66MW5E27UAKV9RU,0.892,0.844,193067,0.604,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-24,MA4B66MW5E27UAKV9RU,0.892,0.842,193067,0.604,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-25,MA4B66MW5E27UAKV9RU,0.892,0.84,193067,0.602,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-26,MA4B66MW5E27UAKV9RU,0.892,0.84,193067,0.604,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-27,MA4B66MW5E27UAKV9RU,0.892,0.84,193067,0.604,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-28,MA4B66MW5E27UAKV9RU,0.892,0.84,193067,0.604,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-03-31,MA4B66MW5E27UAKV9RU,0.894,0.84,193067,0.604,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-01,MA4B66MW5E27UAKV9RU,0.894,0.84,193067,0.604,0.924,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-02,MA4B66MW5E27UAKV9RU,0.894,0.842,193067,0.604,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-03,MA4B66MW5E27UAKV9RU,0.892,0.842,193067,0.604,0.92,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-04,MA4B66MW5E27UAKV9RU,0.896,0.84,193067,0.604,0.922,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-07,MA4B66MW5E27UAKV9RU,0.902,0.802,193067,0.598,0.912,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-08,MA4B66MW5E27UAKV9RU,0.902,0.804,193067,0.6,0.906,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-09,MA4B66MW5E27UAKV9RU,0.904,0.804,193067,0.6,0.908,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-10,MA4B66MW5E27UAKV9RU,0.904,0.804,193067,0.6,0.91,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-11,MA4B66MW5E27UAKV9RU,0.902,0.806,193067,0.602,0.902,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-14,MA4B66MW5E27UAKV9RU,0.902,0.812,193067,0.604,0.902,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-15,MA4B66MW5E27UAKV9RU,0.902,0.81,193067,0.604,0.898,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-16,MA4B66MW5E27UAKV9RU,0.902,0.812,193067,0.604,0.904,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-17,MA4B66MW5E27UAKV9RU,0.902,0.814,193067,0.604,0.902,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-18,MA4B66MW5E27UAKV9RU,0.902,0.814,193067,0.604,0.902,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-21,MA4B66MW5E27UAKV9RU,0.902,0.814,193067,0.604,0.902,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-22,MA4B66MW5E27UAKV9RU,0.902,0.814,193067,0.604,0.902,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-23,MA4B66MW5E27UAKV9RU,0.902,0.814,193067,0.606,0.898,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-24,MA4B66MW5E27UAKV9RU,0.904,0.816,193067,0.608,0.898,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-25,MA4B66MW5E27UAKV9RU,0.904,0.816,193067,0.606,0.9,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-28,MA4B66MW5E27UAKV9RU,0.902,0.816,193067,0.608,0.898,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-29,MA4B66MW5E27UAKV9RU,0.902,0.818,193067,0.606,0.9,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-04-30,MA4B66MW5E27UAKV9RU,0.904,0.818,193067,0.608,0.9,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-01,MA4B66MW5E27UAKV9RU,0.902,0.814,193067,0.606,0.902,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-02,MA4B66MW5E27UAKV9RU,0.902,0.812,193067,0.602,0.908,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-05,MA4B66MW5E27UAKV9RU,0.902,0.81,193067,0.602,0.904,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-06,MA4B66MW5E27UAKV9RU,0.902,0.81,193067,0.604,0.898,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-07,MA4B66MW5E27UAKV9RU,0.902,0.812,193067,0.606,0.898,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-08,MA4B66MW5E27UAKV9RU,0.902,0.814,193067,0.606,0.896,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-09,MA4B66MW5E27UAKV9RU,0.9,0.814,193067,0.606,0.896,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-12,MA4B66MW5E27UAKV9RU,0.902,0.812,193067,0.604,0.898,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-13,MA4B66MW5E27UAKV9RU,0.9,0.814,193067,0.606,0.898,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-14,MA4B66MW5E27UAKV9RU,0.9,0.814,193067,0.606,0.894,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-15,MA4B66MW5E27UAKV9RU,0.9,0.814,193067,0.608,0.89,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-16,MA4B66MW5E27UAKV9RU,0.898,0.812,193067,0.606,0.894,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-19,MA4B66MW5E27UAKV9RU,0.898,0.812,193067,0.604,0.896,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-20,MA4B66MW5E27UAKV9RU,0.9,0.812,193067,0.606,0.892,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-21,MA4B66MW5E27UAKV9RU,0.9,0.814,193067,0.608,0.892,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-22,MA4B66MW5E27UAKV9RU,0.9,0.81,193067,0.608,0.886,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-23,MA4B66MW5E27UAKV9RU,0.9,0.81,193067,0.608,0.89,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-26,MA4B66MW5E27UAKV9RU,0.9,0.808,193067,0.606,0.89,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-27,MA4B66MW5E27UAKV9RU,0.9,0.806,193067,0.606,0.89,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-28,MA4B66MW5E27UAKV9RU,0.898,0.808,193067,0.604,0.896,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-29,MA4B66MW5E27UAKV9RU,0.898,0.808,193067,0.606,0.892,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-05-30,MA4B66MW5E27UAKV9RU,0.9,0.81,193067,0.61,0.878,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-02,MA4B66MW5E27UAKV9RU,0.896,0.808,193067,0.612,0.866,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-03,MA4B66MW5E27UAKV9RU,0.896,0.808,193067,0.61,0.872,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-04,MA4B66MW5E27UAKV9RU,0.896,0.806,193067,0.606,0.88,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-05,MA4B66MW5E27UAKV9RU,0.896,0.806,193067,0.604,0.888,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-06,MA4B66MW5E27UAKV9RU,0.896,0.806,193067,0.604,0.892,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-09,MA4B66MW5E27UAKV9RU,0.896,0.806,193067,0.608,0.876,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-10,MA4B66MW5E27UAKV9RU,0.894,0.806,193067,0.61,0.872,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-11,MA4B66MW5E27UAKV9RU,0.894,0.804,193067,0.61,0.868,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-12,MA4B66MW5E27UAKV9RU,0.894,0.804,193067,0.61,0.87,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-13,MA4B66MW5E27UAKV9RU,0.894,0.802,193067,0.61,0.866,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-16,MA4B66MW5E27UAKV9RU,0.896,0.802,193067,0.61,0.864,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-17,MA4B66MW5E27UAKV9RU,0.894,0.8,193067,0.61,0.86,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-18,MA4B66MW5E27UAKV9RU,0.894,0.8,193067,0.608,0.87,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-19,MA4B66MW5E27UAKV9RU,0.894,0.8,193067,0.608,0.872,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-20,MA4B66MW5E27UAKV9RU,0.894,0.8,193067,0.616,0.846,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-23,MA4B66MW5E27UAKV9RU,0.896,0.8,193067,0.618,0.842,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-24,MA4B66MW5E27UAKV9RU,0.896,0.8,193067,0.616,0.846,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-25,MA4B66MW5E27UAKV9RU,0.896,0.798,193067,0.618,0.838,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-26,MA4B66MW5E27UAKV9RU,0.896,0.798,193067,0.616,0.844,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-27,MA4B66MW5E27UAKV9RU,0.898,0.794,193067,0.616,0.848,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-06-30,MA4B66MW5E27UAKV9RU,0.896,0.796,193067,0.618,0.84,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-01,MA4B66MW5E27UAKV9RU,0.896,0.796,193067,0.616,0.844,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-02,MA4B66MW5E27UAKV9RU,0.892,0.79,193067,0.606,0.862,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-03,MA4B66MW5E27UAKV9RU,0.892,0.788,193067,0.608,0.858,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-04,MA4B66MW5E27UAKV9RU,0.892,0.788,193067,0.606,0.86,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-07,MA4B66MW5E27UAKV9RU,0.892,0.79,193067,0.606,0.862,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-08,MA4B66MW5E27UAKV9RU,0.888,0.792,193067,0.608,0.852,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-09,MA4B66MW5E27UAKV9RU,0.888,0.792,193067,0.602,0.87,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-10,MA4B66MW5E27UAKV9RU,0.888,0.792,193067,0.614,0.836,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-11,MA4B66MW5E27UAKV9RU,0.834,0.796,193067,0.604,0.822,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-14,MA4B66MW5E27UAKV9RU,0.834,0.796,193067,0.604,0.818,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-15,MA4B66MW5E27UAKV9RU,0.836,0.796,193067,0.604,0.818,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-16,MA4B66MW5E27UAKV9RU,0.836,0.794,193067,0.608,0.808,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-17,MA4B66MW5E27UAKV9RU,0.836,0.794,193067,0.604,0.82,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-18,MA4B66MW5E27UAKV9RU,0.836,0.794,193067,0.604,0.82,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-21,MA4B66MW5E27UAKV9RU,0.836,0.792,193067,0.602,0.824,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-22,MA4B66MW5E27UAKV9RU,0.838,0.792,193067,0.604,0.82,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-23,MA4B66MW5E27UAKV9RU,0.838,0.792,193067,0.604,0.82,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-24,MA4B66MW5E27UAKV9RU,0.84,0.794,193067,0.604,0.822,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-25,MA4B66MW5E27UAKV9RU,0.838,0.792,193067,0.608,0.808,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-28,MA4B66MW5E27UAKV9RU,0.838,0.794,193067,0.606,0.812,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-29,MA4B66MW5E27UAKV9RU,0.836,0.794,193067,0.606,0.81,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-30,MA4B66MW5E27UAKV9RU,0.834,0.794,193067,0.604,0.816,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-07-31,MA4B66MW5E27UAKV9RU,0.832,0.796,193067,0.602,0.82,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-01,MA4B66MW5E27UAKV9RU,0.826,0.806,193067,0.604,0.822,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-04,MA4B66MW5E27UAKV9RU,0.826,0.806,193067,0.606,0.814,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-05,MA4B66MW5E27UAKV9RU,0.826,0.806,193067,0.602,0.828,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-06,MA4B66MW5E27UAKV9RU,0.824,0.806,193067,0.6,0.834,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-07,MA4B66MW5E27UAKV9RU,0.826,0.806,193067,0.602,0.826,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-08,MA4B66MW5E27UAKV9RU,0.826,0.806,193067,0.602,0.828,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-11,MA4B66MW5E27UAKV9RU,0.828,0.804,193067,0.602,0.826,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-12,MA4B66MW5E27UAKV9RU,0.83,0.804,193067,0.602,0.826,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-13,MA4B66MW5E27UAKV9RU,0.83,0.804,193067,0.604,0.822,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-14,MA4B66MW5E27UAKV9RU,0.832,0.804,193067,0.604,0.824,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-15,MA4B66MW5E27UAKV9RU,0.832,0.804,193067,0.604,0.822,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-18,MA4B66MW5E27UAKV9RU,0.836,0.804,193067,0.606,0.82,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-19,MA4B66MW5E27UAKV9RU,0.838,0.802,193067,0.604,0.83,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-20,MA4B66MW5E27UAKV9RU,0.838,0.802,193067,0.602,0.834,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-21,MA4B66MW5E27UAKV9RU,0.838,0.802,193067,0.604,0.828,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-22,MA4B66MW5E27UAKV9RU,0.838,0.802,193067,0.604,0.826,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-25,MA4B66MW5E27UAKV9RU,0.84,0.802,193067,0.604,0.828,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-26,MA4B66MW5E27UAKV9RU,0.84,0.802,193067,0.604,0.832,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-27,MA4B66MW5E27UAKV9RU,0.84,0.802,193067,0.604,0.828,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-28,MA4B66MW5E27UAKV9RU,0.84,0.802,193067,0.602,0.834,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-08-29,MA4B66MW5E27UAKV9RU,0.838,0.8,193067,0.604,0.826,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-01,MA4B66MW5E27UAKV9RU,0.84,0.8,193067,0.606,0.82,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-02,MA4B66MW5E27UAKV9RU,0.84,0.8,193067,0.606,0.822,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-03,MA4B66MW5E27UAKV9RU,0.838,0.806,193067,0.614,0.802,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-04,MA4B66MW5E27UAKV9RU,0.838,0.808,193067,0.602,0.842,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-05,MA4B66MW5E27UAKV9RU,0.838,0.806,193067,0.604,0.83,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-08,MA4B66MW5E27UAKV9RU,0.834,0.806,193067,0.602,0.834,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-09,MA4B66MW5E27UAKV9RU,0.83,0.804,193067,0.602,0.826,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-10,MA4B66MW5E27UAKV9RU,0.83,0.806,193067,0.6,0.832,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-11,MA4B66MW5E27UAKV9RU,0.83,0.806,193067,0.604,0.824,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-12,MA4B66MW5E27UAKV9RU,0.828,0.8,193067,0.594,0.844,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-15,MA4B66MW5E27UAKV9RU,0.83,0.802,193067,0.598,0.838,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-16,MA4B66MW5E27UAKV9RU,0.83,0.802,193067,0.594,0.848,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-17,MA4B66MW5E27UAKV9RU,0.83,0.802,193067,0.596,0.846,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-18,MA4B66MW5E27UAKV9RU,0.83,0.8,193067,0.592,0.854,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-19,MA4B66MW5E27UAKV9RU,0.828,0.8,193067,0.59,0.858,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-22,MA4B66MW5E27UAKV9RU,0.828,0.8,193067,0.596,0.842,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-23,MA4B66MW5E27UAKV9RU,0.828,0.8,193067,0.598,0.832,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-24,MA4B66MW5E27UAKV9RU,0.826,0.8,193067,0.6,0.826,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-25,MA4B66MW5E27UAKV9RU,0.824,0.8,193067,0.598,0.83,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-26,MA4B66MW5E27UAKV9RU,0.826,0.798,193067,0.598,0.83,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-29,MA4B66MW5E27UAKV9RU,0.822,0.8,193067,0.594,0.842,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-09-30,MA4B66MW5E27UAKV9RU,0.822,0.8,193067,0.588,0.858,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-10-01,MA4B66MW5E27UAKV9RU,0.822,0.798,193067,0.592,0.846,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-10-02,MA4B66MW5E27UAKV9RU,0.822,0.798,193067,0.594,0.84,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-10-03,MA4B66MW5E27UAKV9RU,0.822,0.798,193067,0.596,0.83,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-10-06,MA4B66MW5E27UAKV9RU,0.82,0.802,193067,0.596,0.832,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-10-07,MA4B66MW5E27UAKV9RU,0.822,0.804,193067,0.598,0.83,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
2014-10-08,MA4B66MW5E27UAKV9RU,0.818,0.802,193067,0.596,0.834,2017-05-11T19:47:36Z,Lumber Liquidators Holdings
